favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1,Twitter Web Client,The monster years http://tinyurl.com/5e7jca,,False,Wed Nov 12 19:46:25 +0000 2008,0,1002599961
0,Twitter Web Client,Too much explanation http://tinyurl.com/6ppmto,,False,Wed Nov 12 19:46:24 +0000 2008,0,1002599969
0,Twitter Web Client,"Meanwhile, in an alternative universe http://tinyurl.com/5en62h",,False,Wed Nov 12 19:46:26 +0000 2008,0,1002599978
0,Twitter Web Client,Zell Miller was right - sort of http://tinyurl.com/5t685e,,False,Wed Nov 12 20:09:32 +0000 2008,0,1002634442
0,Twitter Web Client,In which I get petty and silly http://tinyurl.com/6pxgh3,,False,Wed Nov 12 20:09:32 +0000 2008,0,1002634458
0,Twitter Web Client,Gurk! ZIRP! http://tinyurl.com/5dv3ql,,False,Wed Nov 12 20:09:33 +0000 2008,0,1002634481
0,Twitter Web Client,By their enemies you shall know them http://tinyurl.com/5tta2o,,False,Wed Nov 12 21:01:57 +0000 2008,0,1002713399
0,Twitter Web Client,Note to commenters http://tinyurl.com/68p4vp,,False,Wed Nov 12 21:01:58 +0000 2008,0,1002713413
0,Twitter Web Client,Stupid fiscal tricks http://tinyurl.com/6ey4oz,,False,Wed Nov 12 21:01:58 +0000 2008,0,1002713419
0,Twitter Web Client,New Deal economics http://tinyurl.com/5f69ck,,False,Wed Nov 12 22:23:06 +0000 2008,0,1002834044
0,Twitter Web Client,Bigger than Barack http://tinyurl.com/5g66xz,,False,Wed Nov 12 22:23:06 +0000 2008,0,1002834055
0,Twitter Web Client,Fiscal FDR http://tinyurl.com/5skb7c,,False,Wed Nov 12 22:23:07 +0000 2008,0,1002834065
0,Twitter Web Client,"Gee, how I'd like to be a G-man http://tinyurl.com/6omw8n",,False,Fri Nov 14 12:55:43 +0000 2008,0,1005388573
0,Twitter Web Client,Change it's hard to believe in http://tinyurl.com/67yqcv,,False,Sat Nov 15 12:37:23 +0000 2008,0,1006932679
0,Twitter Web Client,Macro policy in a liquidity trap (wonkish) http://tinyurl.com/62js6m,,False,Sat Nov 15 13:17:35 +0000 2008,0,1006960045
0,Twitter Web Client,Brad Setser is scaring me http://tinyurl.com/5jz67k,,False,Sat Nov 15 23:16:19 +0000 2008,0,1007561698
0,Twitter Web Client,Cars http://tinyurl.com/5tqlce,,False,Sun Nov 16 22:18:12 +0000 2008,0,1008709121
0,Twitter Web Client,Fannie Freddie Phony http://tinyurl.com/6heeae,,False,Sun Nov 16 22:58:50 +0000 2008,0,1008750955
0,Twitter Web Client,Fannie Freddie data http://tinyurl.com/689k7p,,False,Mon Nov 17 21:17:00 +0000 2008,0,1010225707
0,Twitter Web Client,After the stimulus http://tinyurl.com/64ojrr,,False,Mon Nov 17 21:57:36 +0000 2008,0,1010284044
0,Twitter Web Client,Clinton business issues http://tinyurl.com/6mefwz,,False,Tue Nov 18 19:38:54 +0000 2008,0,1011628979
0,Twitter Web Client,Corporate cost of borrowing http://tinyurl.com/64m3tb,,False,Wed Nov 19 19:36:58 +0000 2008,0,1013430049
0,Twitter Web Client,Amity Shlaes strikes again http://tinyurl.com/6yn5qe,,False,Wed Nov 19 20:37:46 +0000 2008,0,1013524658
0,Twitter Web Client,California energy memories http://tinyurl.com/5dkmvg,,False,Fri Nov 21 01:19:18 +0000 2008,0,1015744749
0,Twitter Web Client,Don't panic about the stock market http://tinyurl.com/5dr2j9,,False,Fri Nov 21 01:37:53 +0000 2008,0,1015769389
0,Twitter Web Client,Pushing on a string http://tinyurl.com/5nc6pk,,False,Fri Nov 21 15:37:39 +0000 2008,0,1016647060
0,Twitter Web Client,Lolfed http://tinyurl.com/5ljsxz,,False,Fri Nov 21 15:37:40 +0000 2008,0,1016647066
0,Twitter Web Client,Ministry of all the talents http://tinyurl.com/6q566a,,False,Fri Nov 21 22:56:12 +0000 2008,0,1017337378
